cluster_pred,review_id,text_en_only_rm_stopping,category,catid
166,151053,product quality good different picture short disappointed,Product-Quality,1
166,129233,quality preparing line,Product-Quality,1
166,158426,months came quality good,Product-Quality,1
166,130247,product quality good good value jean bib cute,Product-Quality,1
166,141845,excellent product quality tailors street fabric,Product-Quality,1
166,154779,size like anak according quality goods price great delivery speed,Product-Quality,1
166,19257,product quality standards size little smaller normal,Product-Quality,1
166,6948,product quality good size size cash exchange models ill,Product-Quality,1
166,29929,good product quality version small,Product-Quality,1
166,143229,smaller expected great quality,Product-Quality,1
166,115309,excellent quality cute foot tenderness,Product-Quality,1
166,200584,product clear display time evaluate quality,Product-Quality,1
167,50753,quick thank youuu,Shipping,3
167,139663,goods accordance decryption thank,Shipping,3
167,136302,thank tea packets umpteenth time nyampek nice goods,Shipping,3
167,139332,thank god time ditoko pesen egk disappointing makasih substantially best seller thanks thanks thanks,Shipping,3
167,61295,dress according harga datang quickly thank hope langganann,Shipping,3
167,48877,steady right thank sister,Shipping,3
167,83834,thank cepet future supervision speed hehehehe thanks,Shipping,3
167,131844,thank kasih pesanan uda mudah suitable salepnya,Shipping,3
167,178357,thank yaaaaaaaaaaaa okeeeeeeeeeeee order,Shipping,3
167,122106,bgttt baguus shirt thank kasiih,Shipping,3
167,89465,bangettttttt thank kak,Shipping,3
167,81643,steady pants syukaaaaaaaa thank,Shipping,3
167,33830,goods landed okay gan thank,Shipping,3
167,62555,loved like recomended time order thank,Shipping,3
167,197778,kereeeen baguuuussss realpict thank,Shipping,3
168,119988,good quality accordance price,Price,4
168,40146,goods suitable price,Price,4
168,162797,counterfeit goods price,Price,4
168,17305,quality matches price,Price,4
168,163274,nice soft material excellent product quality original product product price good sanga,Price,4
168,166988,good product quality good product price falling diamond,Price,4
168,172252,good product quality good product price thanks yaa,Price,4
168,59280,quality matches price,Price,4
168,14750,price product suitable baikg,Price,4
168,29841,far good material quality good worth price,Price,4
168,84912,consistent quality price,Price,4
168,48078,product quality good price good product fabric tebel smooth,Price,4
168,35577,passable okay quality matches price work,Price,4
168,26290,low quality price order,Price,4
168,32288,datangnyaa tapii good product quality good product price,Price,4
169,26515,service seller product quality delivery time expected,Product-Quality,1
169,162532,good quality products wrapped little late,Product-Quality,1
169,29247,good quality good delivery good quality good delivery good quality good delivery good quality good delivery good quality good delivery good quality good delivery good quality good delivery good quality good delivery good quality good delivery good quality good delivery good quality good delivery good quality good delivery good quality good delivery good quality good delivery good quality good delivery good quality good delivery high quality,Product-Quality,1
169,19677,product quality good service seller good delivery time post service overall thank,Product-Quality,1
169,64711,spend quality bad price worth fast delivery,Product-Quality,1
169,105206,good product quality fast delivery good packaging overall satisfied,Product-Quality,1
169,196211,fast delivery good product quality cam packs careful,Product-Quality,1
169,88600,super fast delivery speed packaging complete product quality good overall satisfied praise,Product-Quality,1
169,185219,shipped store delivery fast good second round product quality price overall impression,Product-Quality,1
169,186383,good packaging delivery right product sufficient quantities product quality great beer,Product-Quality,1
169,25546,product quality services delivery lama,Product-Quality,1
169,186531,good product quality hands store purchase delivery fast product reached items ordered good,Product-Quality,1
169,23629,good packing fast delivery quality goods line expected,Product-Quality,1
169,77956,original product quality products expected duration product package includes fast delivery,Product-Quality,1
169,207094,fast delivery excellent keeper order days goods smell good good product package overall good,Product-Quality,1
170,196526,thx sdh nya lupa landed quickly photo,Mixed,6
170,134919,alhamdulillah satisfied package aman nnya prev exp details dikirm fits bgt origin afraid pny pngalaman stores exp brang pcah sesuai kmarin extra bubblewrap pokoknya respond satisfied seller fast good insha allah certainly subscription,Mixed,6
170,110431,accordance drawings damaged beret sukakkkkkkk sekaaaaali okeeeeeee product quality harganyaa goood pas bgt diskon,Mixed,6
170,169553,mantaaapppp goods selanat barangnya smpai nice satisfied customers tibgkatkn pelayananx,Mixed,6
170,154473,original product lamaa goods ori sayang bgt disappointed sampenya expedition services love aja,Mixed,6
170,16675,friendly service materials bgus torn rampelnya checked sent brg,Mixed,6
170,32643,bngt cepet seller response pesen lngsng sent mudah buyer taste like,Mixed,6
170,200672,packaging cepet brg smpe ceet pkk klo order cpt bgt pack neatly sll satisfied nggu goods udh trm buyers bysa jmbi smpe loh kebayang recomended,Mixed,6
170,178683,beautiful bracelet cpt delivery aprox seller response equally satisfied bgt bgt pic real brgnya bnrn mdh anti fade yes,Mixed,6
170,166489,good product seller banget pengiriman cepat pengemasan normal cuma ramah dichat gdibales tpi gpp important goods safely cacat thank seller,Mixed,6
170,159674,nyampk sdh goods delivery mksh accept nice custom goods,Mixed,6
170,194875,pliss keluarin motif unyu sumph lagii old contents selemari negligee sweetdream brngnya good kecee bngett quality delivery cepet,Mixed,6
170,200011,cmn pesenan place shipping cpt,Mixed,6
170,59857,pekinese bagus barangnya ori know writing mudah lawfulness original patch selling products,Mixed,6
170,164462,good product quality product price pengemasan jadi dlm baik salah number lose sis dech good overall,Mixed,6
171,151235,set long sleeved white shirt shop sends harrow short sleeved shirt like,Product-Spec,7
171,2718,shirt torn seaweed right hat,Product-Spec,7
171,148837,sale mesh blanket,Product-Spec,7
171,58123,products ordered shown color woman wearing size uncomfortable chest stretch fabric attach star shoulder seams emerged job removed look pretty fabrics porn,Product-Spec,7
171,14067,like fabric lining skinny pants small weight kilos fit,Product-Spec,7
171,185814,fabric wire fast delivery medium size high wearing apparel way use photo shoot choose image,Product-Spec,7
171,480,shaped pants think pants bundle image bundles image,Product-Spec,7
171,45766,slightly soft stretch material things use short stretch tgian bad,Product-Spec,7
171,149004,overlooking beautiful extremely poor quality pants wear female reason form understand kind pants drag thigh children pants outdoors wide lace waistband elasticity stiffness pull label,Product-Spec,7
171,21063,today dizziness shirt set set wide xxl crazy worth slightly,Product-Spec,7
171,154041,cloth soft need sew locked,Product-Spec,7
171,106140,cloth image stabilization,Product-Spec,7
171,149956,kala jogger pants pro prang jogger shorts cia,Product-Spec,7
171,175848,broad form taking size beautiful nature silky fit big boobs,Product-Spec,7
171,154460,fabric bad khaki color shape lighter,Product-Spec,7
172,9950,damaged goods shipped cht gkada balesan,Service-Seller,2
172,49277,good product quality original cuma products aja dichat satuu suggestions responded yes padahal online status reply,Service-Seller,2
172,148930,arrival long chat response severe,Service-Seller,2
172,83796,okay forgetfulness chat admin lgs process sent shortcomings sip mantul,Service-Seller,2
172,147889,ssuai goods prices good seller response slow delivery pay friday afternoon monday expelled ash falling packing safe,Service-Seller,2
172,94399,purse good directly assault customers loyal customers,Service-Seller,2
172,98773,fast delivery delivered accordance notes requested tried appreciate bgt goods,Service-Seller,2
172,117719,sempoi seller quick response worry seller dipercayai thankz seller,Service-Seller,2
172,204391,lah klo purchasing goods store fast response,Service-Seller,2
172,37955,seller friendly error tpi sellers want send trimakasih kapan order,Service-Seller,2
172,38966,delivery speed baik produk according price ask combination volume smua delivered volume response seller okay smg buy byk pieces bsar lbh,Service-Seller,2
172,53289,like dipicture hole fast delivery date june message dated june sdh sorry responses packing improved rest thanks,Service-Seller,2
172,77064,packaging tidy seller confirmation variant lsg send random play like seller price cheap original item thank,Service-Seller,2
172,148143,stuff okay bngt long delivery response store want cancel decline willing add items dri tokonyw huft nyesel shopping,Service-Seller,2
172,109787,barng appropriate orders minta minus accordingly complete goods lengemasan quick tidy psan come tomorrow,Service-Seller,2
173,110234,good stuff fast delivery thanks min,Mixed,6
173,201352,quality good stuff price hour fast delivery thanks,Mixed,6
173,127191,shopping fast delivery good stuff realpict memuaskan,Mixed,6
173,118147,sorry original photo good stuff fast delivery,Mixed,6
173,193183,good stuff fast delivery,Mixed,6
173,45902,goods arrived fast delivery good stuff thanks,Mixed,6
173,186783,good stuff packaging cepet cepet delivery,Mixed,6
173,90219,thank coming sdh goods fast delivery good stuff hefty price nice nice nice,Mixed,6
173,111759,quality good stuff fast delivery wrapped,Mixed,6
173,194262,good stuff according price delivery fast,Mixed,6
173,97663,good stuff tapi peregrine fast delivery cod dah,Mixed,6
173,137203,delivery fast goods received quality good stuff packaging safe tidy,Mixed,6
173,28019,good stuff satisfying fast delivery,Mixed,6
173,73731,test stuff functioning normally delivery fast,Mixed,6
173,176333,good stuff fast delivery disappointed thank brother,Mixed,6
174,120201,excellent product quality excellent price product price excellent product excellent product quality excellent product quality,Mixed,6
174,79931,excellent product quality excellent product price,Mixed,6
174,131407,excellent product quality excellent product price,Mixed,6
174,135039,excellent product quality excellent product price,Mixed,6
174,77899,excellent product quality excellent product price,Mixed,6
174,137717,excellent product quality excellent product price,Mixed,6
174,142589,excellent product quality excellent product price excellent product quality excellent product price excellent product quality excellent product price excellent product quality excellent product price,Mixed,6
174,120421,excellent product quality excellent product price,Mixed,6
174,82655,excellent product quality excellent product price,Mixed,6
174,115214,excellent product quality excellent product price excellent product quality excellent product price,Mixed,6
174,179020,excellent product quality excellent product price,Mixed,6
174,101916,excellent product quality excellent product price,Mixed,6
174,89668,excellent product quality excellent product price,Mixed,6
174,203897,excellent product quality excellent product price,Mixed,6
174,82738,excellent product quality excellent product price,Mixed,6
175,36004,taqoballahu minna waminkum taqobbal kareem taqoballahu minna waminkum taqobbal kareem,Spam,8
175,204133,hukkmkojbh hhgtyj ggyhi gfdrgk dsegjk dfvguim ftho hkmog fser hukkmkojbh hhgtyj ggyhi gfdrgk dsegjk dfvguim ftho hkmog fser hukkmkojbh hhgtyj ggyhi gfdrgk dsegjk dfvguim ftho hkmog fser hukkmkojbh hhgtyj ggyhi gfdrgk dsegjk dfvguim ftho hkmog fser hukkmkojbh hhgtyj ggyhi gfdrgk dsegjk dfvg,Spam,8
175,132382,qwerrdyickc pcmcm pdpspajhzv kcovpprlfnc,Spam,8
175,175200,dfghfinfhegq emefqhtm esa sdr,Spam,8
175,47203,khkc nsjdkanzgdj kajzgdlznxgx mzkzgxhkbz kzjxhxnx bskskzidvx kzizgzbznz mkzydglanzz kzihxjsbz kzksydgkznz kzizgzbxb kzhzvznz,Spam,8
175,107877,zzh shzhbzvzhsb zvshhs svzhss vshvs hsbssvhsbs shzbs sbzvs,Spam,8
175,159002,diduga bovucihhugho nnhcjvxfu vkcjcv,Spam,8
175,143400,sjcbshuhbd dkosywv yevdjs jsbwjajghwev,Spam,8
175,47558,nsbbsbshzn hajnabvzb jshs uajan hsbsvzh snsjjs hshsns jjsbsbdb nsjshzj hsbsbsbj hshsjsn jjsjsjsbc ksjhssj sjsh jsjsj nnsjsj,Spam,8
175,109724,bbbbbbbbbbbb gggggggggggggg uuuuuuuuuuuuuu,Spam,8
175,115886,gajajajabya gahahauaha yahajajia yhaijwjwuw yahauabsus yabbsusdud zybsusuabags uaabuauayd suabaybsus aubaujaihdd uwhsuwbajie yabauwbajis ysbausbsusbeus ussjaianshsue hsbsusnzjbshs sysbusususw usbsusysvshs ysbsususbsus uabshshsbs,Spam,8
175,106648,yyyyyooooooo ssssoooo mmmmuuccchh,Spam,8
175,201501,bbbbbbbbbbbb gggggggggggggg uuuuuuuuuuuuuu,Spam,8
175,66800,hdbd dbdjfj jcks skdldvs divivi hcjdjdhc dksbd djdjd,Spam,8
175,141859,tffuf igdug hgifyfftddyff hjvjj guhvu ujghj feyui ffrubvh hhhhhhhhhuuh yuuuuuu hhhhhhhhhhhhh uuuuuuuuggh uiuh hhiff hjggghijh uuj jjhhhh,Spam,8
176,95557,packing neatly easy application time direct nyoba,Service-Seller,2
176,34400,goods received good condition defects suitable want custom keyboard keycaps minimal budget,Service-Seller,2
176,185131,goods quick ranau itu comment reduced,Service-Seller,2
176,101700,steady joss sksksks classes sides social soal syalala hope iaia iaia ahaoaokaamnal,Service-Seller,2
176,63067,alhamdulillah finally come didetik want lebaran like product nya,Service-Seller,2
176,133679,goods wow according deh quality assurance kleveru surely rancid lengket deh daily use ntar depleted definitely,Service-Seller,2
176,81461,successfully loaded fast okkk hehe love,Service-Seller,2
176,134003,jurgan ama subscribed continue serve twngah night crew urgent need ready agan bravo gan,Service-Seller,2
176,5472,physical goods safe alas love like format result dross,Service-Seller,2
176,92437,results leech oil klau gan strained different previous longer big leech oil consumption thanks syfafarma genuine original products,Service-Seller,2
176,181005,beautiful land package songs tpi bit gpp thank god planted uda start seger thanks bonusx sekulenx cantik,Service-Seller,2
176,79660,ready poured vario ane packaging steady sellers responsive dibonusin sticker seeds seller reliable ldic great,Service-Seller,2
176,96784,nice like uda use bought disappointed fast response order cards nice typed happy definitely buy needed thanks yes,Service-Seller,2
176,86384,gosh beautiful bag real picture initially worry nyampe want bag yaudah deh pesenan reckless alhamdulillah got thanks yes hopefully soon rise star level seller,Service-Seller,2
176,182298,received welcome makassar tree bonuses despite assurances markisanya bonus involved satisfied krn tree segar message date des arrives december wish cpt grow,Service-Seller,2
177,174072,bagusssssss cute cute cute sukaaaaaaaaaa,Product-Spec,7
177,23121,till sist bangat ugly shoebox sounded like cheap shoes,Product-Spec,7
177,135246,cool like suitable refrigerator thanks,Product-Spec,7
177,170224,good produknyaa ibukku like mantaps bangeett betuul dehhh,Product-Spec,7
177,122330,alhamdulillah like fabric bgus scarf best,Product-Spec,7
177,85648,alhamdulillaah arriving quick children books searched semester skripsian ehehehehe makasi limiting bonus like suka,Product-Spec,7
177,130640,thanks goods udh like soft cloth,Product-Spec,7
177,131682,rekomended fast son likes lucu motive,Product-Spec,7
177,126702,love buildup like skirts galiya nyesel deh,Product-Spec,7
177,165875,products accordingly like smell nya,Product-Spec,7
177,137872,like bangettt shar,Product-Spec,7
177,207323,alhamdulillah like fabric bgus scarf best,Product-Spec,7
177,203021,trimksih goods ordered bangus brother happy recomended bangtan sukaaa sukaaaa,Product-Spec,7
177,186543,asliny nge blink like penjualny friendly thanks bonusny,Product-Spec,7
177,54282,alhamdulillah sesuaii sma order order son like abode mksihh,Product-Spec,7
178,139849,pretty worth price thank,Price,4
178,69384,strong tape worth buying,Price,4
178,39130,worth lots money,Price,4
178,162945,note price worth money,Price,4
178,84412,low quality worth buy,Price,4
178,51548,fast delivery time worth money,Price,4
178,10044,poor quality worth money,Price,4
178,147547,totally waste money,Price,4
178,139515,good quality worth buy,Price,4
178,90681,reflect good quality packaging beautiful nch cute shop worth money hsbsbsv,Price,4
178,83656,fast forward worth,Price,4
178,12980,item small durable humidify small room worth money,Price,4
178,1868,worth price dont buy item,Price,4
178,141432,sales honestly true product quality good service worth money,Price,4
178,140194,fast delivery time worth money paste photographed,Price,4
179,159926,late delivery overall good,Shipping,3
179,163473,good value bit slow shipping,Shipping,3
179,9863,slow delivery time,Shipping,3
179,16149,slow delivery time,Shipping,3
179,42494,good value bit slow shipping,Shipping,3
179,2883,slow slow delivery shop,Shipping,3
179,34598,satisfy packaging delivery times improve bit slow,Shipping,3
179,27306,goods situation slow maybe following axial,Shipping,3
179,22430,products good slow delivery maybe covid,Shipping,3
179,12103,package delivery good slow,Shipping,3
179,7753,mike slow stunk,Shipping,3
179,120005,slow delivery package delivery slow package delivery slow package delivery slow package delivery slow package delivery slow packing temporarily,Shipping,3
179,7258,slow slow delivery good,Shipping,3
179,21258,express delivery slow,Shipping,3
179,150104,slow delivery new goods sampai tpi lama,Shipping,3
180,193225,price affordable promo adain sering kak,Price,4
180,175459,gapapa dapet rezeki ditunggu deh coins,Price,4
180,125062,price affordable promo adain sering kak,Price,4
180,188690,buy pas flash sale purchasing thanks banyakkkk given bonus,Price,4
180,38657,thanks shoe according dapet pic bonus shirt thanks kak,Price,4
180,91163,murahhhhhhhh dapet flash saleeeee mayan lahhhhhh guysssss,Price,4
180,127932,loads bonus thx,Price,4
180,56306,sajaaa dapet drinking bottles lah funny fun,Price,4
180,130539,thanks shopee luv free udh gausah ask,Price,4
180,201689,belt nice regret purchased cost fitting promo free sis,Price,4
180,73960,nice gilaa packaging submission cepet dapet pieces pulaa,Price,4
180,97903,dapet bonus calendar,Price,4
180,157949,tlinmasker kekecilannnn pendekkkkkk dapet yellow lggg,Price,4
180,187336,thank god blessing fitting flash sale dapet milk cman thousand cheap,Price,4
180,76041,dateng cool paketannya thank god thank cepet datengnya dapet cheap price shopee hehe long expiration cool hehe thanks,Price,4
181,49836,good product quality packaging products sure,Mixed,6
181,9113,quality products quality products temporarily temporarily poor product packaging product packaging product packaging poorly poorly,Mixed,6
181,40311,product packaging sure good product quality,Mixed,6
181,42714,good product quality product packaging sure delivery time,Mixed,6
181,147127,poor product packaging sure,Mixed,6
181,54732,product packaging sure,Mixed,6
181,51711,product packaging sure,Mixed,6
181,173945,product packaging sure,Mixed,6
181,54816,good product quality packaging products sure,Mixed,6
181,187122,product quality good product packaging definitely,Mixed,6
181,60779,good product quality packaging products sure,Mixed,6
181,66943,good product quality packaging products sure,Mixed,6
181,150807,poor product packaging,Mixed,6
181,167511,product packaging sure,Mixed,6
181,163235,product packaging sure,Mixed,6
182,121221,beautiful like cute little hooks soften like good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good,Product-Spec,7
182,76056,swimwear fabric like good cute,Product-Spec,7
182,136053,good cute discount,Product-Spec,7
182,118913,wait little longer cattle men case cute,Product-Spec,7
182,127147,quickly wrap cute unwrapping band book bruised,Product-Spec,7
182,192505,pretty cute sandals,Product-Spec,7
182,98394,cute nman worth price like,Product-Spec,7
182,135868,got violet cute,Product-Spec,7
182,186251,cute nice hindi naka box daughter likes happy,Product-Spec,7
182,95626,lucuuuuu weve paper cute,Product-Spec,7
182,52464,cute cute small bag,Product-Spec,7
182,129778,cute good sleepwear sleep socks,Product-Spec,7
182,202456,cute anymore like gene set pretty giveaway pretty like mother thank,Product-Spec,7
182,144798,cute soft little smaller usual time buyers purchase site,Product-Spec,7
182,118366,product like cute,Product-Spec,7
183,6036,brang disappointed send,Service-Seller,2
183,207243,row house disappointed,Service-Seller,2
183,149652,broken balikin disappointed thank penyok,Service-Seller,2
183,10246,goods according sma demand disappointed sellers confirm,Service-Seller,2
183,44928,somewhat disappointed consumable goods shipped confirm goods,Service-Seller,2
183,4586,heck disappointed kepake fortunately flash sale,Service-Seller,2
183,151564,nokia right yes kaaaann ahahahahaha form appropriate fit honestly ajaaaa disappointed reply,Service-Seller,2
183,151101,pesanya erect dtng reply disappointed,Service-Seller,2
183,25791,akh disappointed material,Service-Seller,2
183,152643,hours order umm disappointed,Service-Seller,2
183,9640,received wrong casing disappointed,Service-Seller,2
183,1542,disappointed dissonant pictures,Service-Seller,2
183,2504,admittedly disappointed stuff dibalikin money,Service-Seller,2
183,192469,accordance price disappointed passes away,Service-Seller,2
183,116565,accordance price disappointed passes away,Service-Seller,2
184,136716,excellent service seller good product packaging goood postal rate increasingly slow adoooi new tggu dekt days smpai,Service-Seller,2
184,204902,mmg fast delivery brg good condition function mmg recommend seller bintang,Service-Seller,2
184,82935,goods dah try contented tksih seller,Service-Seller,2
184,103651,thank god safe stuff xsabar try stuffing xpenuh klu best seller thanks rate keje,Service-Seller,2
184,72788,sorry rural areas order fast penghntaran month today sampai barang good condition,Service-Seller,2
184,187702,goods received good situations bqsm bought ade sustenance repeat,Service-Seller,2
184,122455,new like pairing test original goods trusted seller second working dah,Service-Seller,2
184,130740,barang smapai safely quickly kids wait play saller,Service-Seller,2
184,35664,padu berbaloi goods,Service-Seller,2
184,16180,mmg slow delivery country seller seorg liable respondsive,Service-Seller,2
184,178303,worth murah guddd worth murah guddd worth murah guddd worth murah guddd good,Service-Seller,2
184,18617,brg arrives good condition satisfied pic zoe adopted following start xsabr official shopee,Service-Seller,2
184,132518,thank god mandailing new mlm evening mmg terbaeekk order seller thanks free gift wait yek keberkesanan mmg camne hopeful aauummm,Service-Seller,2
184,48964,goods bye btw thanks seller satisfied battery spair jap thnks seller,Service-Seller,2
184,32065,puass heart recommend shop thankyou sellee,Service-Seller,2
185,65129,excellent product quality product packaging beautiful certainly fast delivery times worth money,Price,4
185,204900,excellent product quality worth money,Price,4
185,71678,excellent product quality good money fast delivery time,Price,4
185,83061,excellent product quality product packaging beautiful sure worth money fast delivery time,Price,4
185,143366,shop serves worth money fast delivery time,Price,4
185,139187,time fast delivery product packaging nice certainly excellent product quality worth money,Price,4
185,84524,excellent product quality product packaging beautiful certainly good service shop money good fast delivery time,Price,4
185,79346,excellent product quality product packaging beautiful certainly good service shop money good fast delivery time,Price,4
185,78117,excellent product quality good service shop,Price,4
185,68651,excellent product quality product packaging beautiful sure shop serves worth money,Price,4
185,175072,smells nice definitely good product quality worth money nice packaging,Price,4
185,196826,excellent product quality good service shop money good fast delivery time,Price,4
185,142862,excellent product quality good money fast delivery time,Price,4
185,130074,excellent product quality product packaging beautiful certainly good service shop,Price,4
185,136374,product packaging beautiful definitely excellent product quality good service shop,Price,4
186,146586,earphones perfectly recommended,Service-Seller,2
186,144848,good packaging send goods quickly good seller recommended,Service-Seller,2
186,201796,fast shipping good product quality highly recommended seller product,Service-Seller,2
186,180628,fast delivery mco overseas good quality product recommended seller,Service-Seller,2
186,177536,time repeated fast delivery highly recommended,Service-Seller,2
186,171098,fast delivery credit seller,Service-Seller,2
186,51277,recommended product quick respons seller customer satisfaction oriented thanks lot,Service-Seller,2
186,101899,trusted seller recommended trusted seller recommended trusted seller recommended trusted seller recommended trusted seller recommended trusted seller recommended trusted seller recommended trusted seller recommended,Service-Seller,2
186,90495,recommended seller fast neat responsive,Service-Seller,2
186,87695,wraps good good product thanks seller,Service-Seller,2
186,112331,seller patient recommended speed quickly,Service-Seller,2
186,74624,good quality product terbaik fast shipping proper wrapping terbaikk trusted recommended seller worth money thanks yaa,Service-Seller,2
186,135780,thanks seller provide best service good luck,Service-Seller,2
186,69315,fantastic good product quality nice packaging fast delivery trusted seller recommended free gift,Service-Seller,2
186,76311,star good seller received consistent expectations praise fast shipping good seller recommended,Service-Seller,2
187,43831,sending come people condo leave forensic condo feed cat worth awful lot shipping,Mixed,6
187,23743,yellow white mess yellow quicker delivery kerry come home leave aside watchmen help kerry,Mixed,6
187,36126,stars trade look good try stay true gradually,Mixed,6
187,67070,send sensitivity better overall okay good,Mixed,6
187,181855,okay goods works great mold people like brian amc amc amc amc amc amc amc amc amc amc amc amc amc,Mixed,6
187,60497,normal aging wondered purchased dealer lot wait longer taste good original color envelope little guilty black coffee values,Mixed,6
187,109830,orange order small ball orange juice classy orange looks like pluck tree advised free pass code recommend restaurant,Mixed,6
187,34809,transmission medium sent abroad case little smudge wipe price considered okay,Mixed,6
187,55789,transport takes week price good fairly inexpensive people change frequently case,Mixed,6
187,160836,transport terrible unpack comes customer leave store owner handle little tired unpack view let star transport,Mixed,6
187,29026,products better bubble wrap comes shipping hold good think makes sense public holidays product lightweight reasonable prices overall good eyes baht total baht worth turning shower head water faster,Mixed,6
187,126392,shipped model fits cute items hurt transportation relatively slow comes abroad,Mixed,6
187,8913,ordering understood film mirror order real push protector dormant understand advertising change real product,Mixed,6
187,117829,meet looks spikes rush bowed life thorny good logistics operation,Mixed,6
187,161262,pretty good floating lazy little cat,Mixed,6
188,181178,custom fast delivery thanks little hole gapapa cheap,Mixed,6
188,66033,vocher comfortable fit demand rapid delivery code,Mixed,6
188,64019,good materials fitting reply broken fast delivery order,Mixed,6
188,78746,fast delivery products delicate fabric mantabbb,Mixed,6
188,103017,clothes photos okee material okay fast delivery,Mixed,6
188,91977,products safe order day turns fast delivery hihi,Mixed,6
188,39058,fast delivery seller tespon fast dear fit luggage broke,Mixed,6
188,88340,disappointed suit fat tight forearm good service fast delivery fabric beautiful stitches neat,Mixed,6
188,143975,fast delivery ordering custom shirts terimakasih quality ttep,Mixed,6
188,187088,nice bag product shop packages suture materials friendly stars shop,Mixed,6
188,168743,nice cost delivery good job,Mixed,6
188,54757,fast delivery real pict lum trial great price murahh store door,Mixed,6
188,69093,according image goods delivery fast,Mixed,6
188,193404,fast delivery happy bgt fit body,Mixed,6
188,204439,like okay quality fast delivery jga price brsahabat satisfied,Mixed,6
189,73471,good understand knpa die yes,Mixed,6
189,25345,shoe tree extra lacesnya love lgsg thx yes,Mixed,6
189,175992,yes emang hell price determines quality smallness wrote love writing,Mixed,6
189,31777,yaaaa pngirimnan ceeepaaattttt,Mixed,6
189,44875,jepitny mlintir yes,Mixed,6
189,7885,bubble packnya forgetfulness yes,Mixed,6
189,75112,mantaaaaaaap increase usahaanya yes making blessing rezekinnyaaaa,Mixed,6
189,164993,love yes new match added,Mixed,6
189,29837,goods heck yes according message,Mixed,6
189,165013,pesen sent yes thanks yaaaaaa,Mixed,6
189,100250,krn dpt good price discounted discounted yes,Mixed,6
189,740,yes aqueous cream delivery time,Mixed,6
189,63770,baguuusss yes yaaaaaa yaaaaaaaa yaaa yaaaaaaaa yaaa,Mixed,6
189,196931,goods come cuman black sandals dispatch yes gpp maklumi thanks kak,Mixed,6
189,189150,bagussssss bangett nyaaaa beeeesssttttt pokoooooo outside biasaaaa makasihhh yes sisstttt amanahhh,Mixed,6
190,41596,good item received time minor problem plastic tip page holder broken minor problem thank,Packaging,5
190,12027,box arrive good condition dented sikit biasala wrapped nicely come got cockroach stuck middle box luckily nampak threw box away quality product good,Packaging,5
190,71971,okay items indented box complete pcs flesh messy inside,Packaging,5
190,20220,working items black melted plastic marks,Packaging,5
190,10434,thermos cover come damage maybe proper wrapping,Packaging,5
190,34957,stuff works fine far mantab scroll button functions color expected thought shipped box original quality mouse warp bubble wrapped tear mouse sorry,Packaging,5
190,11532,received multicolored led strip remote included package,Packaging,5
190,35050,shipped fine condition worthwhile testing interaction functions fully equipped quickly good,Packaging,5
190,125823,packed big box eventhough buy small item acuvue favourite contact lenses,Packaging,5
190,151163,spilled arrival china plus packing form plastic bag maybe reason received item damaged situation,Packaging,5
190,156949,seal cut reason mentioned products sealed,Packaging,5
190,48183,items worked need double batteries bit wasteful believe batteries suffice okay got pesos plus free delivery nicely cute christmas tree merry christmas everybody,Packaging,5
190,11757,item received good condition spoilt uses plastic turning broke throw away,Packaging,5
190,87856,sapai new stuff wrap lovely lovely thing got damaged thanks juruljual,Packaging,5
190,33171,product good packaging poor normal brown paper box protect bending good major leave visible mark hopefully seller improve thank seller,Packaging,5
191,86499,good stuff understand use use explain,Service-Seller,2
191,152383,vacuum looks like toy afraid plug use car courier accommodating,Service-Seller,2
191,130962,fills time use service,Service-Seller,2
191,29934,use faulty forever eyelid,Service-Seller,2
191,3109,karer use image feet use rubber,Service-Seller,2
191,124472,like use liquid eyebrow fine musical sketch flower like shape halis real halis,Service-Seller,2
191,176893,easy use products thank boss,Service-Seller,2
191,20807,beautiful use lalabaa house easy shatter,Service-Seller,2
191,87669,works fine easy use range good delay good product,Service-Seller,2
191,193222,sachet good use,Service-Seller,2
191,102547,use satisfied close contact installation simple highly recommended,Service-Seller,2
191,8698,leg active packaging product fouling seal use,Service-Seller,2
191,111788,good use mantapp,Service-Seller,2
191,133267,fast delivery easy use vouchers saving convenient fast,Service-Seller,2
191,82434,like use play cod mobile,Service-Seller,2
192,35375,good quality packed caused leather crumple item shipped quickly,Product-Quality,1
192,38346,good quality items shipped late bought came,Product-Quality,1
192,24067,okay lang quality,Product-Quality,1
192,25358,incomplete order nice quality,Product-Quality,1
192,189428,ang relish speed shipping,Product-Quality,1
192,58019,items good expected price range shipping took long,Product-Quality,1
192,1742,quality item shipped late poor packaging manual included,Product-Quality,1
192,144919,good quality liked order soon,Product-Quality,1
192,39968,size smaller expect price texture slightly crumbly pliable want quality okay fast delivery packaged nicely thank seller,Product-Quality,1
192,65353,love quality prod received correctly excellent quality love seller accomodating shipped erlier expected package packed expected nice job order seller,Product-Quality,1
192,6718,good quality reresponse ung ung seller lacking order,Product-Quality,1
192,120099,complete orders fast delivery quality products great smaller lng expecting thanks seller nagdeliver order,Product-Quality,1
192,131398,satisfied thank quality products freebies,Product-Quality,1
